shrid2,state_name,district_name,land_area_sq_km,total_population,total_consumption,per_capita_consumption,poverty_rate,total_firms_count,total_employment,manufacturing_employment,services_employment,distance_to_town_km,commercial_bank_availability,cooperative_bank_availability,all_weather_road_access,commercial_power_supply,local_market_availability,subdistrict_name,village_name
11-18-323-02138-304005,Assam,Nalbari,0.9492,737,78334.921875,17663.7578125,0.289915978908539,94,125,17,108,11,0,0,1,1,0,ghograpar part,barigaon
11-18-323-02138-304006,Assam,Nalbari,0.36200002,713,74478.4765625,14558.9580078125,0.369680851697922,87,116,12,102,16,0,0,1,0,0,ghograpar part,narpara
11-18-323-02138-304007,Assam,Nalbari,1.6227001,16,52801.12890625,11478.5068359375,0.826086938381195,1,1,0,1,15,0,0,0,0,1,ghograpar part,bardhanara no-2
11-18-323-02138-304008,Assam,Nalbari,1.7833999,343,78114.359375,15208.10546875,0.342182904481888,25,34,2,32,16,0,0,1,0,0,ghograpar part,barjabari hati
11-18-323-02138-304009,Assam,Nalbari,1.5511999,868,82445.59375,15934.86328125,0.261704683303833,35,54,5,48,16.5,0,0,1,0,0,ghograpar part,amara
11-18-323-02138-304010,Assam,Nalbari,0.635,639,85011.1171875,16430.720703125,0.250700294971466,36,49,8,40,16,0,0,1,0,0,ghograpar part,bardhanara no-1
11-18-323-02138-304011,Assam,Nalbari,0.5783,502,90974.34375,18055.9765625,0.188931301236153,33,49,4,45,16,0,0,1,0,1,ghograpar part,datara
11-18-323-02138-304012,Assam,Nalbari,0.975,818,87310.4765625,17899.642578125,0.289293855428696,83,154,8,142,17,0,0,1,0,0,ghograpar part,dhurkuchi
11-18-323-02138-304013,Assam,Nalbari,1.2734,460,55012.0625,14262.38671875,0.327485382556915,51,80,13,56,10,0,0,1,0,0,ghograpar part,nagaon
11-18-323-02138-304014,Assam,Nalbari,2.8737,1692,67129.4296875,15236.74609375,0.450386226177216,53,89,26,63,10,0,0,1,0,1,ghograpar part,hahdali haholgili
11-18-323-02138-304015,Assam,Nalbari,3.0903,2193,61958.71875,13143.6416015625,0.496237069368362,93,153,9,144,10,0,0,1,0,0,ghograpar part,naharbari
11-18-323-02138-304016,Assam,Nalbari,3.0291,2471,66975.90625,14077.39453125,0.371867418289185,236,327,27,297,10,0,0,1,0,1,ghograpar part,rangafali rangbali
11-18-323-02138-304017,Assam,Nalbari,2.0731,1581,67923.5390625,13895.412109375,0.454256683588028,82,109,24,83,15,0,0,1,0,0,ghograpar part,velamari bhatumari
11-18-323-02138-304018,Assam,Nalbari,2.9959,2542,75346.7265625,16214.9677734375,0.330214411020279,142,218,27,186,10,0,0,1,1,0,ghograpar part,balitara no-1
11-18-323-02138-304019,Assam,Nalbari,1.2236,257,60726.703125,13611.158203125,0.469827592372894,5,6,1,5,10,0,0,1,0,0,ghograpar part,balitara no-2
11-18-323-02138-304020,Assam,Nalbari,3.1220999,767,84500.5625,16876.994140625,0.217510253190994,31,57,0,56,10,0,0,1,0,0,ghograpar part,balitara no-3
11-18-323-02138-304021,Assam,Nalbari,3.1679,1584,76146.453125,16323.955078125,0.346784353256226,59,99,7,92,10,0,0,1,0,0,ghograpar part,balitara no-4
11-18-323-02138-304022,Assam,Nalbari,3.6125,1778,79894.671875,15902.8037109375,0.302276343107224,55,79,3,75,16,0,0,1,0,0,ghograpar part,sataibari
11-18-323-02138-304023,Assam,Nalbari,3.1371,2035,61546.13671875,12972.9599609375,0.495989292860031,75,109,4,104,25,0,0,1,0,0,ghograpar part,mayusiral
11-18-323-02138-304024,Assam,Nalbari,1.8506,1409,65071.2109375,13081.54296875,0.535229504108429,95,188,19,162,22,0,0,1,1,1,ghograpar part,bangaon
11-18-323-02138-304025,Assam,Nalbari,1.3855001,1068,66123.3828125,13604.900390625,0.479784369468689,95,132,10,122,22,0,0,1,0,0,ghograpar part,madhapur
11-18-323-02138-304026,Assam,Nalbari,1.9958999,1733,60989.61328125,11218.4765625,0.597949862480164,212,458,34,317,20,0,0,1,0,1,ghograpar part,choto alliya
11-18-323-02138-304027,Assam,Nalbari,2.82,2008,99570.21875,19809.533203125,0.136927485466003,107,138,16,79,19,0,0,1,0,1,ghograpar part,namati
11-18-323-02138-304028,Assam,Nalbari,1.5419999,1256,70782.7890625,13868.1015625,0.432601869106293,100,154,70,84,25,0,0,1,0,1,ghograpar part,baralkuchi
11-18-323-02138-304029,Assam,Nalbari,2.8493,2786,69278.4765625,13046.2724609375,0.479680687189102,144,246,27,207,20,0,0,1,0,1,ghograpar part,narayangaon
11-18-323-02138-304030,Assam,Nalbari,3.4344,1995,69548.84375,13080.615234375,0.438848912715912,172,230,38,160,2,0,0,1,0,1,ghograpar part,gorguri
11-18-323-02138-304031,Assam,Nalbari,2.5086,2652,68357.6875,12510.4072265625,0.550920724868774,205,325,24,254,18,0,0,1,0,0,ghograpar part,arora arra
11-18-323-02138-304032,Assam,Nalbari,3.6859,1555,66458.8359375,13332.7919921875,0.479629635810852,104,184,69,89,9,0,0,1,0,0,ghograpar part,pub barsiral
11-18-323-02138-304033,Assam,Nalbari,2.6219,1545,60673.15625,11873.416015625,0.547945201396942,55,75,10,61,25,0,0,1,0,0,ghograpar part,bhadra bangal
11-18-323-02138-304034,Assam,Nalbari,1.4347,1506,55391.28125,9916.88671875,0.748127996921539,61,88,15,62,18,0,0,1,0,0,ghograpar part,panimazkuchi
11-18-323-02138-304035,Assam,Nalbari,1.2099,1531,65673.5234375,12059.892578125,0.555412352085114,100,126,16,106,17,0,0,1,0,1,ghograpar part,sankuriha
11-18-323-02138-304036,Assam,Nalbari,1.0839,982,61639.61328125,12450.5888671875,0.445771157741547,53,66,9,49,16,0,0,1,1,1,ghograpar part,balipara
11-18-323-02138-304037,Assam,Nalbari,2.2292,2049,69344.9375,14812.5498046875,0.369184583425522,192,252,80,158,13,0,0,1,0,0,ghograpar part,khatikuchi
11-18-323-02138-304038,Assam,Nalbari,1.1416,402,79523.2421875,14644.5361328125,0.374732345342636,40,78,12,66,13,0,0,1,0,0,ghograpar part,barbhag nalbari
11-18-323-02138-304039,Assam,Nalbari,1.2247,809,69986.1484375,14324.650390625,0.412865489721298,151,231,23,205,12,0,0,1,1,0,ghograpar part,no-3 sagarkuchi
11-18-323-02138-304040,Assam,Nalbari,1.2476001,376,61453.44921875,13254.666015625,0.468137264251709,21,30,3,27,13,0,0,1,0,0,ghograpar part,no-4 sagarkuchi
11-18-323-02138-304041,Assam,Nalbari,1.7277,766,65775.3828125,13742.6953125,0.389048993587494,21,48,2,39,11,0,0,1,0,0,ghograpar part,keherua
11-18-323-02138-304042,Assam,Nalbari,0.559,286,73186.203125,13648.8740234375,0.51446944475174,7,19,0,18,12,0,0,1,0,0,ghograpar part,barghopa
11-18-323-02138-304043,Assam,Nalbari,1.1870999,950,82036.140625,17544.36328125,0.211881190538406,38,61,9,46,11,0,0,1,0,0,ghograpar part,no-2 sagarkuchi
11-18-323-02138-304044,Assam,Nalbari,0.4666,390,69473.1328125,15304.724609375,0.311881184577942,19,36,2,33,10,0,0,1,0,0,ghograpar part,no-1 sagarkuchi
11-18-323-02138-304045,Assam,Nalbari,0.5134,128,89728.6796875,17540.9453125,0.263157904148102,10,15,7,5,13,0,0,1,0,0,ghograpar part,pachim nalbari
11-18-323-02138-304046,Assam,Nalbari,1.2801,714,70578.640625,15200.064453125,0.304526746273041,12,18,0,18,13,0,0,1,0,1,ghograpar part,hablakha halelukha
11-18-323-02138-304047,Assam,Nalbari,0.86160004,662,75767.2109375,15310.47265625,0.369170993566513,32,68,9,59,12,0,0,1,0,0,ghograpar part,nilpur
11-18-323-02138-304048,Assam,Nalbari,1.2709,709,68719.3515625,13465.2783203125,0.439189195632935,32,42,5,37,11,0,0,1,0,1,ghograpar part,bar bistupur
11-18-323-02138-304049,Assam,Nalbari,0.74300003,495,68774.3984375,15116.7490234375,0.334653466939926,19,41,6,35,10,0,0,1,0,0,ghograpar part,sahanbistupur
11-18-323-02138-304050,Assam,Nalbari,0.6344,500,73158.28125,14347.294921875,0.427561849355698,24,42,5,37,10,0,0,1,0,0,ghograpar part,khudra bistupur
11-18-323-02138-304051,Assam,Nalbari,1.5964,1078,67897.390625,13380.3291015625,0.396883606910706,67,114,31,83,10,0,0,1,0,1,ghograpar part,ghohkuchi gathiakuchi
11-18-323-02138-304052,Assam,Nalbari,1.6888001,654,76522.5859375,17194.806640625,0.160714283585548,30,43,6,37,10,0,0,1,0,0,ghograpar part,jugurkuchi sripur
11-18-323-02138-304053,Assam,Nalbari,0.8796,649,61957.02734375,13061.2119140625,0.509909927845001,8,16,2,14,12,0,0,1,0,0,ghograpar part,jab jab kuchi
11-18-323-02138-304054,Assam,Nalbari,1.8045,1588,75202.03125,16011.916015625,0.3702152967453,76,176,13,158,8,0,0,1,0,0,ghograpar part,dihjari
11-18-323-02138-304055,Assam,Nalbari,0.889,1159,70622.953125,15352.81640625,0.279503107070923,48,56,1,54,16,0,0,1,0,1,ghograpar part,dalbari kaniha
11-18-323-02138-304056,Assam,Nalbari,2.6022,1412,73352.6171875,14550.109375,0.384404927492142,51,75,7,68,15,0,0,1,0,1,ghograpar part,bhitha mahal
11-18-323-02138-304057,Assam,Nalbari,1.2858,452,79420.296875,15884.0595703125,0.318811893463135,38,41,4,37,14,0,0,1,0,0,ghograpar part,panbari
11-18-323-02138-304058,Assam,Nalbari,5.7541,3687,74630.0234375,14173.0615234375,0.413272202014923,372,554,49,480,13,1,0,1,0,1,ghograpar part,barajal
11-18-323-02138-304059,Assam,Nalbari,2.3655,1459,74158.6796875,14537.19140625,0.410634219646454,78,107,6,89,13,0,0,1,0,0,ghograpar part,akna
11-18-323-02138-304060,Assam,Nalbari,1.3037,616,89539.2109375,18576.044921875,0.220895528793335,36,50,3,47,12,0,0,1,0,1,ghograpar part,rampur agagara
11-18-323-02138-304061,Assam,Nalbari,1.2451999,660,99487.7734375,22687.50390625,0.169491529464722,54,89,3,86,11,0,0,1,0,0,ghograpar part,ponar kowniya pahar kowhiya
11-18-323-02138-304062,Assam,Nalbari,1.1691,258,74839.15625,14065.515625,0.361702114343643,26,28,2,26,12,0,0,1,0,0,ghograpar part,ghongar kuchi bhongharkuchi
11-18-323-02138-304063,Assam,Nalbari,1.1039,604,79481.2421875,16175.5380859375,0.28550511598587,46,54,11,43,13,0,0,1,0,0,ghograpar part,majarbari
11-18-323-02138-304064,Assam,Nalbari,1.9303,1683,78923.59375,15225.9677734375,0.339233040809631,113,150,15,124,10,0,0,1,1,0,ghograpar part,kayakuchi
11-18-323-02138-304065,Assam,Nalbari,0.706,1022,81246.1484375,16778.197265625,0.292980670928955,105,152,1,151,8,0,0,1,0,0,ghograpar part,dolua
11-18-323-02138-304066,Assam,Nalbari,2.2052,1010,91729.3828125,19249.779296875,0.215328469872475,103,120,10,110,12,0,0,1,0,1,ghograpar part,sathamou
11-18-323-02138-304067,Assam,Nalbari,1.4678,791,72231.1640625,15100.2568359375,0.37949401140213,34,49,5,44,11,0,0,1,0,0,ghograpar part,katuriya
11-18-323-02138-304068,Assam,Nalbari,1.9472001,803,81653.8984375,16077.4375,0.437947481870651,96,117,1,116,12,0,0,1,1,1,ghograpar part,narikuchi
11-18-323-02138-304069,Assam,Nalbari,2.0514,1101,68245.734375,14389.16015625,0.422547340393066,44,51,1,50,15,0,0,1,0,0,ghograpar part,burburi
11-18-323-02138-304070,Assam,Nalbari,0.9861,428,68496.375,14078.9306640625,0.427251726388931,16,21,1,20,15,0,0,1,0,1,ghograpar part,kayajeni kanyaguri
11-18-323-02138-304071,Assam,Nalbari,1.6180999,1164,77122.9140625,16814.78125,0.303004294633865,45,60,6,54,15,0,0,1,0,0,ghograpar part,niz kh agta
11-18-323-02138-304072,Assam,Nalbari,1.379,1214,77797.703125,16304.138671875,0.248349830508232,45,76,9,67,12,0,0,1,1,0,ghograpar part,bilpar
11-18-323-02138-304073,Assam,Nalbari,1.2152,726,76306.15625,16151.642578125,0.314789682626724,41,84,0,82,11,0,0,1,0,0,ghograpar part,katakiya katirkiya
11-18-323-02138-304074,Assam,Nalbari,2.24,2204,88684,19983.99609375,0.285067886114121,391,741,65,674,10,1,0,1,1,1,ghograpar part,baghmara
11-18-323-02138-304075,Assam,Nalbari,2.0678,1767,61343.77734375,12886.220703125,0.554157555103302,182,311,8,303,10,0,0,1,0,0,ghograpar part,paisara
11-18-323-02138-304076,Assam,Nalbari,1.3919001,1056,75674.25,14505.37109375,0.396021693944931,85,175,44,123,10,0,0,1,0,0,ghograpar part,satra
11-18-323-02138-304077,Assam,Nalbari,0.1865,203,86578.796875,17478.349609375,0.267605632543564,15,33,6,27,5,0,0,1,0,0,ghograpar part,patkata
11-18-323-02138-304078,Assam,Nalbari,0.2933,280,61513.43359375,14574.611328125,0.435540080070496,14,19,0,18,10,0,0,1,0,0,ghograpar part,chenikuchi
11-18-323-02138-304079,Assam,Nalbari,0.3071,122,49639.18359375,11516.291015625,0.592000007629395,3,3,0,3,8,0,0,1,0,0,ghograpar part,gatiyan
11-18-323-02138-304080,Assam,Nalbari,0.17,154,62801.48828125,11229.4052734375,0.642384111881256,7,11,1,10,10,0,0,1,0,0,ghograpar part,bhanukuchi
11-18-323-02138-304081,Assam,Nalbari,2.5268,2022,59082.11328125,12017.216796875,0.558187425136566,64,190,3,187,8,0,0,1,0,0,ghograpar part,guakuchi ghyakuchi
11-18-323-02138-304082,Assam,Nalbari,1.0884,357,96996.9453125,20230.791015625,0.131428569555283,13,20,6,14,14,0,0,1,0,0,ghograpar part,niz barigog
11-18-323-02138-304083,Assam,Nalbari,0.6214,546,55133.01171875,11506.8896484375,0.660617053508759,28,43,2,39,15,0,0,1,0,0,ghograpar part,nimualatima no-1
11-18-323-02138-304084,Assam,Nalbari,1.3292,1000,97590.6640625,21727.388671875,0.115060806274414,61,96,3,93,15,0,0,1,0,0,ghograpar part,ciling
11-18-323-02138-304085,Assam,Nalbari,2.3056,1295,72805.5625,14089.630859375,0.39457830786705,159,199,16,175,15,0,0,1,0,1,ghograpar part,kundar gaon
11-18-323-02138-304086,Assam,Nalbari,0.83980006,253,85312.59375,19389.2265625,0.17768594622612,39,63,9,51,15,0,0,1,0,0,ghograpar part,no-2 nimualatima
11-18-323-02138-304087,Assam,Nalbari,1.5610001,669,96167.3203125,18472.021484375,0.239002928137779,87,131,11,113,15,0,0,1,0,0,ghograpar part,kundargaon jaberihati jubrihati
11-18-323-02139-304088,Assam,Nalbari,4.1107,3261,72190.359375,14618.0537109375,0.391000300645828,163,308,23,280,40,0,0,1,1,0,baganpara part,mohina
11-18-323-02139-304089,Assam,Nalbari,4.1107,4327,90447.53125,18869.443359375,0.236439496278763,613,1211,153,1043,40,0,0,1,1,0,baganpara part,dhamdhama dhemdhema
11-18-323-02142-303625,Assam,Nalbari,4.2419,3508,93679.0625,20713.36328125,0.292048066854477,199,494,80,414,15,0,0,1,1,1,barama part,borjhar
11-18-323-02142-303626,Assam,Nalbari,3.6645002,4470,70504.03125,14968.025390625,0.419785499572754,326,556,53,487,15,0,0,1,0,0,barama part,dipta
11-18-323-02142-303627,Assam,Nalbari,5.0341,3550,64216.96875,14545.8818359375,0.441385179758072,153,516,99,411,15,0,0,1,1,0,barama part,suradi
11-18-323-02142-303628,Assam,Nalbari,2.9318,1221,78839.59375,18088.197265625,0.196993663907051,13,24,1,23,20,0,0,1,1,0,barama part,dahkaunia dahakaria
11-18-323-02142-303629,Assam,Nalbari,1.7906,893,81024.859375,18780.59765625,0.230684325098991,89,165,15,149,5,0,0,1,1,0,barama part,akhara
11-18-325-02145-304782,Assam,Darrang,1.4685,692,59911.69140625,12082.330078125,0.534075081348419,73,174,12,162,5,0,0,1,0,1,khoirabari part,no-2 boinara satra
11-18-325-02145-304783,Assam,Darrang,3.2914999,1388,73245.390625,17848.876953125,0.266894191503525,26,50,4,46,30,0,0,1,0,0,khoirabari part,barangabari
11-18-325-02145-304784,Assam,Darrang,1.8001,1186,83691.8515625,18940.443359375,0.199686765670776,128,262,36,225,10,0,0,1,0,0,khoirabari part,salaipara
11-18-325-02145-304785,Assam,Darrang,1.6895,746,71724.9140625,16448.9140625,0.236000001430511,16,28,5,22,30,0,0,0,0,1,khoirabari part,gomthapara
11-18-325-02145-304786,Assam,Darrang,3.5981,1990,68015.875,16451.130859375,0.276847302913666,59,73,15,58,30,0,0,1,0,0,khoirabari part,athiabari khat
11-18-325-02145-304787,Assam,Darrang,2.8560998,1337,62486.53125,14603.5947265625,0.402247190475464,27,36,9,26,6,0,0,1,0,0,khoirabari part,borora khat
11-18-325-02145-304788,Assam,Darrang,2.4076,1059,73997.75,17648.2890625,0.202816903591156,18,23,1,22,2.5,0,0,1,0,1,khoirabari part,kaljuri
11-18-325-02146-304789,Assam,Darrang,2.0776,893,75604.734375,16792.037109375,0.241416305303574,97,150,18,129,25,0,0,0,1,0,pathorighat part,mahtali
11-18-325-02146-304790,Assam,Darrang,2.2764,1551,75184.046875,15805.18359375,0.357697278261185,46,126,9,117,35,0,0,1,1,0,pathorighat part,hangalpara
11-18-325-02146-304791,Assam,Darrang,1.7993,1081,,,,41,61,9,52,,0,0,1,0,0,pathorighat part,borigaon
11-18-325-02146-304792,Assam,Darrang,1.089,678,72611.6015625,14761.103515625,0.36920776963234,13,15,1,14,30,0,0,1,1,0,pathorighat part,sonarisal
11-18-325-02146-304793,Assam,Darrang,1.3826,640,79282.9296875,17276.578125,0.229850739240646,6,16,0,16,,0,0,1,0,1,pathorighat part,balikuchi
11-18-325-02146-304794,Assam,Darrang,4.259,2435,72307.015625,15406.3251953125,0.270698040723801,59,116,12,104,20,0,0,1,0,0,pathorighat part,burahdaichapara
11-18-325-02146-304795,Assam,Darrang,1.935,1555,69084.265625,13701.564453125,0.394095003604889,42,59,10,49,35,0,0,1,1,0,pathorighat part,jayantipur
11-18-325-02146-304796,Assam,Darrang,1.8456,913,78323.7578125,15525.19921875,0.244988858699799,46,80,21,59,35,0,0,1,0,0,pathorighat part,chakarmukh
11-18-325-02146-304797,Assam,Darrang,2.0099,782,68139.25,13714.65234375,0.389808923006058,24,561,527,33,35,0,0,1,0,0,pathorighat part,naodingerdal
11-18-325-02146-304798,Assam,Darrang,2.5403,2057,84960.2734375,17276.51171875,0.207287043333054,97,482,302,180,18,0,0,1,0,0,pathorighat part,bishnupur
11-18-325-02146-304799,Assam,Darrang,2.1167,1305,86511.5546875,18560.890625,0.188831746578217,4,5,0,5,18,0,0,1,0,0,pathorighat part,burhagaon
11-18-325-02146-304800,Assam,Darrang,2.1042,600,77893.015625,15578.603515625,0.329850733280182,2,8,0,8,25,0,0,1,0,0,pathorighat part,padmajhar
11-18-325-02146-304801,Assam,Darrang,2.1942,1508,73917.1484375,15278.4326171875,0.314874440431595,26,56,1,43,25,0,0,1,0,0,pathorighat part,barpathar
11-18-325-02146-304802,Assam,Darrang,1.1481,916,83077.5703125,18216.34375,0.179401993751526,15,29,0,29,35,0,0,1,0,0,pathorighat part,titkuchi
11-18-325-02146-304803,Assam,Darrang,1.5016999,753,90385.0859375,18877.107421875,0.147994473576546,71,122,30,92,35,0,0,1,0,0,pathorighat part,barbari
11-18-325-02146-304804,Assam,Darrang,2.1508,2032,82273.6484375,17429.8828125,0.22538498044014,76,156,18,138,35,0,0,1,0,0,pathorighat part,salikajhar
11-18-325-02146-304805,Assam,Darrang,0.8879,261,93903.3515625,19930.5078125,0.146938771009445,31,101,5,96,30,0,0,1,0,0,pathorighat part,jayapur
11-18-325-02146-304806,Assam,Darrang,1.3814,713,85259.3984375,18986.3359375,0.176470592617989,16,44,1,43,35,0,0,1,0,0,pathorighat part,malibaritari
11-18-325-02146-304807,Assam,Darrang,1.0620999,195,82936.5703125,17521.810546875,0.150234743952751,8,22,0,22,25,0,0,1,0,0,pathorighat part,karaibari
11-18-325-02146-304808,Assam,Darrang,1.8971001,1262,71942.90625,15705.115234375,0.334293961524963,36,69,1,64,25,0,0,1,0,0,pathorighat part,kahitali
11-18-325-02146-304809,Assam,Darrang,2.9699,1021,65511.5,15603.9921875,0.32594022154808,45,82,7,74,22,0,0,1,0,1,pathorighat part,hussain chuburi
11-18-325-02146-304810,Assam,Darrang,2.1491,955,77883.078125,18461.810546875,0.210584342479706,33,62,9,53,22,0,0,1,0,0,pathorighat part,bheruadal
11-18-325-02146-304811,Assam,Darrang,3.0733,1314,84682.515625,18912.2109375,0.18879508972168,78,165,31,134,20,0,0,1,0,0,pathorighat part,bheruadolgaon
11-18-325-02146-304812,Assam,Darrang,3.1382,1777,78725.3671875,18403.33203125,0.217391297221184,49,136,16,120,25,0,0,1,0,0,pathorighat part,ghavara
11-18-325-02146-304813,Assam,Darrang,2.353,1601,96332.1171875,21844.830078125,0.150557622313499,180,365,54,308,21,1,0,1,0,1,pathorighat part,duni
11-18-325-02146-304814,Assam,Darrang,2.2226,678,72706.0625,15835.9775390625,0.217808216810226,8,33,2,31,,0,0,1,0,0,pathorighat part,tengara
11-18-325-02146-304815,Assam,Darrang,3.5612,1133,70563.0390625,15839.466796875,0.283544301986694,12,19,3,16,27,0,0,1,0,0,pathorighat part,bagachala
11-18-325-02146-304816,Assam,Darrang,0.8365,328,71862.1015625,16042.609375,0.25382262468338,7,13,0,13,27,0,0,1,0,0,pathorighat part,naopota
11-18-325-02146-304817,Assam,Darrang,2.2426,585,65335.26953125,14957.5185546875,0.260731309652329,5,7,1,6,28,0,0,1,0,0,pathorighat part,durduria
11-18-325-02146-304818,Assam,Darrang,1.8507,159,78576.5,16036.01953125,0.306122452020645,2,4,0,4,26,0,0,1,0,0,pathorighat part,chamukha dol
11-18-325-02146-304819,Assam,Darrang,1.8103,867,76008.5546875,16352.111328125,0.203243240714073,21,92,0,92,20,0,0,1,0,0,pathorighat part,ghopeli
11-18-325-02146-304820,Assam,Darrang,1.4255999,803,64991.046875,14554.8818359375,0.376047909259796,16,142,122,18,20,0,0,1,0,0,pathorighat part,baghmarapukhuri
11-18-325-02146-304821,Assam,Darrang,1.4896001,1721,83753.6640625,18912.1171875,0.160138249397278,50,139,5,130,18,0,0,1,0,0,pathorighat part,kenduguri
11-18-325-02146-304822,Assam,Darrang,1.9998,837,87318.1875,19177.357421875,0.105140186846256,39,66,7,59,18,0,0,1,0,0,pathorighat part,haripur
11-18-325-02146-304823,Assam,Darrang,1.9152,824,90109.25,20393.73046875,0.157441571354866,12,17,0,17,25,0,0,1,0,0,pathorighat part,maharipara
11-18-325-02146-304824,Assam,Darrang,2.697,1606,71904.796875,16028.5908203125,0.335616439580917,35,120,22,98,21,1,0,1,0,0,pathorighat part,kamargaon
11-18-325-02146-304825,Assam,Darrang,1.8309,1162,76442.5859375,18431.587890625,0.203045681118965,37,74,19,52,22,0,0,1,0,1,pathorighat part,dagiapara
11-18-325-02146-304826,Assam,Darrang,0.42700002,514,80780.7890625,19047.259765625,0.0884210541844368,17,29,3,25,22,0,0,0,0,0,pathorighat part,bihaigaon
11-18-325-02146-304827,Assam,Darrang,3.2396,1492,,,,69,124,0,124,20,0,0,1,0,0,pathorighat part,nagaon
11-18-325-02146-304828,Assam,Darrang,1.9775,923,73734.171875,17435.05859375,0.186458334326744,40,70,7,58,20,0,0,1,0,0,pathorighat part,khatara
11-18-325-02146-304829,Assam,Darrang,1.5024,1012,84527.1875,19864.3046875,0.122910521924496,245,572,88,476,18,1,0,1,0,1,pathorighat part,khasdipila
11-18-325-02146-304830,Assam,Darrang,1.5613999,986,74838.109375,16803.568359375,0.261954247951508,24,27,0,27,18,0,0,1,0,0,pathorighat part,goalpara
11-18-325-02146-304831,Assam,Darrang,2.792,1330,78719,16527.8125,0.298788696527481,53,86,4,82,17,0,0,1,0,0,pathorighat part,taragaon
11-18-325-02146-304832,Assam,Darrang,1.7446,568,,,,37,51,19,32,,0,0,1,0,0,pathorighat part,kumarpara
11-18-325-02146-304833,Assam,Darrang,4.283,2240,79167.2421875,19506.431640625,0.181933835148811,96,124,3,121,16,0,0,1,0,0,pathorighat part,ghorasal
11-18-325-02146-304834,Assam,Darrang,2.4083,1658,81356.5546875,19238.16015625,0.1943019926548,30,44,5,34,12,0,0,1,0,0,pathorighat part,niranchuba
11-18-325-02146-304835,Assam,Darrang,2.0021,948,79117.625,18654.4140625,0.192347466945648,14,24,0,23,12,0,0,1,0,0,pathorighat part,alikhapara
11-18-325-02146-304836,Assam,Darrang,3.0601,1788,74452.2734375,16766.287109375,0.259754747152329,91,170,15,155,16,0,0,1,0,0,pathorighat part,chengapara no-1
11-18-325-02146-304837,Assam,Darrang,2.472,1136,75824.6640625,16628.779296875,0.26587638258934,51,63,0,63,13,0,0,1,0,0,pathorighat part,sarabari barampur
11-18-325-02146-304838,Assam,Darrang,2.2759,1378,,,,34,72,3,69,,0,0,1,0,0,pathorighat part,nagaon
11-18-325-02146-304839,Assam,Darrang,0.8365,875,86052.4453125,19588.3828125,0.155152887105942,35,44,1,43,25,0,0,1,0,0,pathorighat part,naptapara
11-18-325-02146-304840,Assam,Darrang,1.3492999,735,84364.2578125,21209.552734375,0.0856741592288017,23,42,4,38,24,0,0,1,0,0,pathorighat part,lathapara
11-18-325-02146-304841,Assam,Darrang,2.3394,1224,70106.1171875,15621.4716796875,0.310559004545212,51,67,4,63,22,0,0,1,0,0,pathorighat part,katahi
11-18-325-02146-304842,Assam,Darrang,3.2493,2269,79398.28125,17283.267578125,0.152154788374901,99,173,21,151,30,0,0,1,0,0,pathorighat part,santipukhuri
11-18-325-02146-304843,Assam,Darrang,1.5372,635,77009.1484375,17588.509765625,0.165123462677002,11,17,3,14,22,0,0,1,0,0,pathorighat part,gangapukhuri
11-18-325-02146-304844,Assam,Darrang,1.4550999,378,61326.9140625,12699.0078125,0.530303001403809,5,8,0,8,22,0,0,1,0,0,pathorighat part,burahkhat
11-18-325-02146-304845,Assam,Darrang,2.7073002,1286,74647.8203125,16841.27734375,0.280487805604935,95,165,12,146,25,0,0,1,0,1,pathorighat part,niz sarabari
11-18-325-02146-304846,Assam,Darrang,1.8817999,1012,73519.296875,16810.388671875,0.264705896377564,84,144,14,129,25,0,0,1,0,0,pathorighat part,sakiapara
11-18-325-02146-304847,Assam,Darrang,1.5539,840,72745.1171875,17529.96484375,0.221187427639961,47,83,1,82,15,0,0,0,0,0,pathorighat part,bairagipara
11-18-325-02146-304848,Assam,Darrang,2.4937,1122,70723.625,16316.3212890625,0.342738598585129,54,92,1,86,15,0,0,1,0,0,pathorighat part,sanapatipara sentipukhuri
11-18-325-02146-304849,Assam,Darrang,2.0683,1345,79953.015625,18354.7421875,0.188707277178764,152,335,56,279,15,0,0,1,0,0,pathorighat part,mohaliapara
11-18-325-02146-304850,Assam,Darrang,1.8174001,954,67276.5078125,15881.2568359375,0.323420077562332,11,35,1,34,22,0,0,1,0,0,pathorighat part,samatiapara
11-18-325-02146-304851,Assam,Darrang,1.5251,1151,71548.4375,16293.802734375,0.275630265474319,36,82,9,73,20,0,0,1,0,0,pathorighat part,baneikuchi
11-18-325-02146-304852,Assam,Darrang,2.0913,1067,78072.90625,17978.7109375,0.213055297732353,22,37,6,31,18,0,0,1,0,0,pathorighat part,ramgaon
11-18-325-02146-304853,Assam,Darrang,1.5839,1450,68742.65625,16324.11328125,0.223614782094955,26,35,1,34,25,0,0,1,0,0,pathorighat part,potapukhuri
11-18-325-02146-304854,Assam,Darrang,2.2707,976,86417.265625,19852.615234375,0.126819133758545,58,141,1,137,12,0,0,1,0,0,pathorighat part,niz barampur
11-18-325-02146-304855,Assam,Darrang,1.9871001,1321,66166.859375,15539.927734375,0.307976365089417,51,74,4,68,,0,0,1,0,0,pathorighat part,ghilakuri
11-18-325-02146-304856,Assam,Darrang,1.8404,1255,80272.1953125,17593.90625,0.192541852593422,58,83,8,73,,0,0,1,0,0,pathorighat part,athkuria
